ticker,date,sector,ret4W,ret8W,ret12W,maxDD,aoLag,macroFilter,clean
PG,2009-03-13,XLP,4.77,10.81,14.27,-2.90,20,bear,1
PG,2010-06-04,XLP,-2.34,1.39,-0.87,-2.34,20,bear,1
PG,2010-07-16,XLP,-2.74,-1.80,0.58,-2.77,14,bear,1
PG,2010-09-10,XLP,2.42,8.43,3.98,-0.40,6,bull,1
PG,2011-04-01,XLP,5.40,7.51,1.65,-0.29,5,bull,1
PG,2011-08-26,XLP,-2.11,6.76,1.89,-2.11,8,bear,1
PG,2011-12-09,XLP,2.14,-2.62,3.43,-2.62,2,bull,1
PG,2012-06-01,XLP,-0.49,6.67,9.83,-2.79,11,bear,1
PG,2012-07-06,XLP,7.81,10.60,14.17,0.00,6,bull,1
PG,2013-09-20,XLP,0.79,7.69,4.55,-4.24,7,bull,1
PG,2014-02-14,XLP,-0.53,1.71,4.60,-1.91,9,bull,1
PG,2014-06-20,XLP,1.58,3.13,4.99,-1.14,7,bull,1
PG,2015-02-27,XLP,-3.31,-4.07,-5.32,-5.32,42,bull,1
PG,2015-04-10,XLP,-2.07,-6.34,-3.32,-6.34,36,bull,1
PG,2015-06-05,XLP,3.23,-0.13,-7.28,-7.28,28,bull,1
PG,2015-09-11,XLP,8.86,11.45,14.78,0.00,14,bear,1
PG,2016-12-02,XLP,2.04,6.07,11.37,0.00,9,bull,1
PG,2017-05-26,XLP,2.49,2.35,6.81,-0.17,3,bull,1
PG,2017-11-17,XLP,3.91,1.33,-8.93,-8.93,4,bull,1
PG,2018-03-09,XLP,-2.32,-8.93,-7.64,-8.93,23,bull,1
PG,2018-05-18,XLP,5.35,7.98,11.87,0.00,13,bull,1
PG,2020-04-03,XLP,2.18,1.40,0.79,-1.51,15,bear,1
PG,2020-06-05,XLP,2.16,11.50,18.01,-2.62,6,bull,1
PG,2021-02-26,XLP,9.65,9.13,12.44,0.00,12,bull,1
PG,2022-06-24,XLP,-0.28,4.40,-3.58,-4.36,24,bear,1
PG,2022-10-21,XLP,10.88,17.00,17.34,0.00,7,bear,1
PG,2023-02-24,XLP,5.36,12.77,10.67,-1.49,5,bull,1
PG,2023-10-20,XLP,2.04,-2.76,1.72,-2.76,15,bear,1
PG,2024-01-05,XLP,7.92,8.44,10.76,0.00,4,bull,1
PG,2025-01-24,XLP,3.72,1.57,3.97,-0.75,6,bull,1
PG,2025-04-25,XLP,3.01,-1.20,-3.02,-3.02,43,bear,1
PG,2025-05-16,XLP,-1.84,-3.82,-5.34,-7.11,40,bull,1
PG,2025-07-25,XLP,0.23,-1.43,-4.36,-5.44,30,bull,1
PG,2025-08-15,XLP,2.29,-3.03,-4.12,-4.12,27,bull,1
PG,2025-10-24,XLP,-1.03,-5.27,-5.22,-7.02,17,bull,1
PG,2025-12-19,XLP,0.05,11.59,5.02,-1.85,9,bull,1
COST,2000-10-27,XLP,5.19,10.95,20.04,-3.15,9,bear,1
COST,2001-09-28,XLP,13.95,18.48,22.61,-0.53,6,bear,1
COST,2002-04-05,XLP,2.85,0.05,-1.61,-1.61,2,bear,1
COST,2002-06-07,XLP,-0.25,-17.82,-15.20,-17.82,45,bear,0
COST,2002-07-05,XLP,-17.61,-14.99,-13.69,-17.61,41,bear,0
COST,2002-08-09,XLP,3.41,-6.38,3.38,-6.38,36,bear,1
COST,2003-01-03,XLP,2.19,8.04,7.72,0.00,15,bear,1
COST,2003-09-05,XLP,0.19,10.09,11.24,-3.11,9,bull,1
COST,2005-04-01,XLP,-7.22,3.73,2.86,-8.27,17,bull,1
COST,2005-05-20,XLP,3.63,3.31,-4.51,-4.51,10,bull,1
COST,2005-09-09,XLP,6.04,14.13,14.91,-0.51,7,bull,1
COST,2006-08-25,XLP,2.68,6.38,10.17,-2.55,13,bull,1
COST,2008-03-20,XLP,9.48,15.78,11.12,0.00,4,bear,1
COST,2008-08-22,XLP,-1.76,-14.01,-28.49,-28.49,3,bear,0
COST,2008-11-07,XLP,3.13,-1.01,-16.45,-16.45,39,bear,0
COST,2009-02-20,XLP,4.84,7.04,5.07,-8.84,24,bear,1
COST,2009-07-24,XLP,-0.80,17.57,19.47,-0.80,2,bull,1
COST,2010-05-28,XLP,-3.11,-3.95,-5.17,-6.90,17,bear,1
COST,2010-07-16,XLP,0.96,8.68,17.35,0.00,10,bear,1
COST,2010-07-30,XLP,-0.56,13.35,13.31,-2.60,8,bear,1
COST,2011-08-26,XLP,7.98,10.48,6.14,0.00,3,bear,1
COST,2014-02-14,XLP,-2.28,-3.46,-0.61,-4.69,20,bull,1
COST,2014-04-25,XLP,0.25,0.61,3.00,0.00,10,bull,1
COST,2015-06-19,XLP,3.12,4.41,0.81,-2.79,8,bull,1
COST,2015-07-10,XLP,1.78,-2.71,2.48,-2.71,5,bull,1
COST,2015-09-18,XLP,7.23,8.64,13.13,0.00,4,bear,1
COST,2016-02-12,XLP,2.73,2.02,-1.19,-1.19,5,bear,1
COST,2016-05-27,XLP,4.35,12.34,13.01,0.00,5,bull,1
COST,2016-10-07,XLP,-4.88,1.71,7.08,-4.88,11,bull,1
COST,2016-11-18,XLP,6.68,7.65,14.70,0.00,5,bull,1
COST,2017-07-28,XLP,0.02,5.82,5.48,0.00,16,bull,1
COST,2019-01-11,XLP,-1.04,8.52,17.12,-1.04,10,bear,1
COST,2020-04-03,XLP,4.84,7.11,2.98,0.00,4,bear,1
COST,2021-03-26,XLP,6.04,8.38,8.43,0.00,5,bull,1
COST,2022-06-03,XLP,2.00,13.85,11.86,-6.21,10,bear,1
COST,2022-10-07,XLP,4.09,5.83,-2.31,-2.88,8,bear,1
COST,2022-10-21,XLP,9.71,-3.32,1.66,-4.36,6,bear,1
COST,2023-01-13,XLP,3.21,-2.74,0.32,-2.74,6,bull,1
COST,2023-03-24,XLP,2.24,0.46,5.95,-1.88,4,bull,1
COST,2025-04-11,XLP,4.77,5.48,2.58,0.00,2,bear,1
COST,2025-10-03,XLP,-0.29,-0.05,-4.46,-6.40,18,bull,1
COST,2025-12-05,XLP,-4.49,5.24,13.13,-4.49,9,bull,1
COST,2025-12-26,XLP,12.58,12.97,11.49,-2.16,6,bull,1
KO,2001-02-09,XLP,-14.37,-24.90,-21.84,-25.62,31,bear,0
KO,2001-04-06,XLP,4.07,6.24,0.39,-4.40,23,bear,1
KO,2001-07-13,XLP,-0.74,8.08,-0.75,-2.85,9,bear,1
KO,2002-02-08,XLP,4.36,14.28,24.53,0.00,5,bear,1
KO,2002-08-16,XLP,-4.49,-1.03,-14.36,-14.36,42,bear,1
KO,2002-10-11,XLP,-13.47,-11.36,-12.65,-15.13,34,bear,0
KO,2002-11-22,XLP,-2.50,-0.24,-9.75,-12.56,28,bear,1
KO,2003-02-28,XLP,1.85,-1.42,10.51,-6.26,14,bear,1
KO,2004-08-27,XLP,-10.05,-12.51,-10.64,-12.51,27,bull,1
KO,2004-10-22,XLP,2.13,5.93,5.98,0.00,19,bear,1
KO,2005-10-28,XLP,-0.07,-3.30,-5.79,-5.79,22,bull,1
KO,2006-01-13,XLP,-0.36,3.53,0.83,-2.95,11,bull,1
KO,2006-05-05,XLP,2.76,1.45,4.99,0.00,1,bull,1
KO,2008-05-30,XLP,-8.86,-8.48,-4.42,-12.05,51,bear,1
KO,2008-07-18,XLP,10.05,9.70,-16.47,-16.47,45,bear,0
KO,2008-10-03,XLP,-16.19,-10.10,-14.49,-21.06,34,bear,0
KO,2008-11-07,XLP,0.25,0.07,-6.86,-7.99,29,bear,1
KO,2009-03-20,XLP,5.58,5.44,15.63,-0.40,10,bear,1
KO,2010-05-14,XLP,-2.34,-0.93,7.30,-5.37,13,bull,1
KO,2010-06-04,XLP,-1.55,8.41,10.47,-1.55,10,bear,1
KO,2011-12-16,XLP,-0.67,0.74,3.07,-0.67,2,bear,1
KO,2012-09-21,XLP,-1.66,-3.87,-0.30,-4.58,27,bull,1
KO,2013-09-13,XLP,-2.38,3.52,5.30,-3.85,12,bull,1
KO,2013-10-18,XLP,3.71,1.87,4.20,0.00,7,bull,1
KO,2014-02-28,XLP,2.77,8.21,7.07,0.00,8,bull,1
KO,2015-02-27,XLP,-6.68,-4.80,-4.05,-7.08,34,bull,1
KO,2015-04-10,XLP,0.24,-1.91,-2.61,-2.61,28,bull,1
KO,2015-07-10,XLP,3.42,-4.63,0.87,-4.78,15,bull,1
KO,2015-09-25,XLP,8.00,7.09,8.09,0.00,4,bear,1
KO,2016-09-02,XLP,-2.27,-2.47,-4.09,-5.52,30,bull,1
KO,2016-10-14,XLP,-1.54,1.65,1.02,-2.32,24,bull,1
KO,2016-12-09,XLP,-0.62,-1.10,1.14,-3.38,16,bull,1
KO,2018-03-16,XLP,2.42,-3.04,1.13,-3.04,19,bull,1
KO,2018-06-01,XLP,2.63,8.13,6.77,0.00,8,bull,1
KO,2019-03-22,XLP,3.37,7.12,12.59,0.00,6,bull,1
KO,2020-04-03,XLP,4.04,6.50,0.30,-1.30,23,bear,1
KO,2021-02-12,XLP,0.18,5.79,8.43,-3.35,4,bull,1
KO,2021-10-15,XLP,3.91,4.13,11.62,-1.38,4,bull,1
KO,2022-10-21,XLP,9.26,12.91,10.53,0.00,7,bear,1
KO,2023-02-17,XLP,0.60,5.67,7.45,-1.51,7,bull,1
KO,2023-06-23,XLP,2.03,-0.41,-4.58,-4.69,8,bull,1
KO,2023-10-20,XLP,4.93,8.23,11.54,0.00,12,bear,1
KO,2024-11-29,XLP,-2.54,-3.37,11.35,-4.70,13,bull,1
KO,2025-01-17,XLP,9.82,11.10,14.75,-1.26,6,bull,1
KO,2025-10-10,XLP,5.24,5.16,3.83,0.00,6,bull,1
PEP,2001-02-09,XLP,0.74,-8.81,-3.00,-10.42,2,bear,1
PEP,2001-04-06,XLP,6.38,6.69,5.58,-1.76,15,bear,1
PEP,2001-04-20,XLP,9.02,5.19,10.49,0.00,13,bear,1
PEP,2001-06-29,XLP,3.33,6.56,6.66,0.00,3,bear,1
PEP,2002-08-02,XLP,-7.92,-14.24,3.30,-14.24,39,bear,1
PEP,2002-10-04,XLP,19.73,14.81,13.01,0.00,30,bear,1
PEP,2003-03-07,XLP,0.76,13.25,15.26,0.00,8,bear,1
PEP,2003-03-21,XLP,2.51,4.34,8.20,-6.89,6,bull,1
PEP,2004-10-01,XLP,-1.00,2.38,4.18,-3.55,13,bull,1
PEP,2004-10-22,XLP,4.89,7.76,9.46,0.00,10,bear,1
PEP,2006-05-05,XLP,2.52,1.96,7.21,-0.98,3,bull,1
PEP,2007-04-05,XLP,5.87,7.88,2.41,0.00,2,bull,1
PEP,2008-02-22,XLP,0.27,-0.57,-4.41,-4.92,28,bear,1
PEP,2008-04-04,XLP,-3.40,-4.52,-10.06,-10.06,22,bear,1
PEP,2008-05-23,XLP,-4.05,-3.56,3.50,-5.75,15,bear,1
PEP,2008-07-11,XLP,7.25,7.24,7.37,0.00,8,bear,1
PEP,2008-11-07,XLP,-2.84,1.90,-8.55,-8.55,31,bear,1
PEP,2009-03-20,XLP,4.22,0.60,8.15,-3.00,12,bear,1
PEP,2010-06-25,XLP,6.06,6.63,9.61,0.00,6,bear,1
PEP,2011-03-04,XLP,2.87,8.66,11.04,-0.25,7,bull,1
PEP,2011-08-26,XLP,-3.70,-0.61,1.96,-4.26,19,bear,1
PEP,2011-09-30,XLP,2.10,0.95,8.41,-1.42,14,bear,1
PEP,2011-10-14,XLP,1.67,5.58,5.91,-0.40,12,bear,1
PEP,2012-03-16,XLP,0.92,3.61,6.79,0.00,2,bull,1
PEP,2012-11-23,XLP,-0.03,4.06,5.78,-2.34,4,bull,1
PEP,2013-01-11,XLP,2.43,9.69,11.67,0.00,3,bull,1
PEP,2013-09-20,XLP,1.55,5.25,-0.31,-2.59,6,bull,1
PEP,2014-01-03,XLP,-2.29,-2.64,1.57,-5.05,3,bull,1
PEP,2014-02-28,XLP,4.32,7.21,7.94,0.00,5,bull,1
PEP,2015-04-10,XLP,0.36,-2.56,-0.88,-2.56,2,bull,1
PEP,2015-05-08,XLP,-2.91,-1.23,0.53,-2.91,13,bull,1
PEP,2015-05-22,XLP,-0.73,1.28,3.85,-2.62,11,bull,1
PEP,2015-07-10,XLP,3.72,-4.12,-0.70,-4.12,4,bull,1
PEP,2015-09-25,XLP,9.59,7.09,5.48,0.00,4,bear,1
PEP,2016-02-12,XLP,3.60,7.45,7.33,-0.13,1,bear,1
PEP,2016-12-16,XLP,-4.08,0.22,4.22,-4.08,11,bull,1
PEP,2017-02-10,XLP,4.00,5.91,7.44,0.00,3,bull,1
PEP,2017-10-13,XLP,0.12,4.22,6.10,-2.13,8,bull,1
PEP,2018-03-16,XLP,-2.13,-12.73,-8.55,-12.73,19,bull,1
PEP,2018-05-25,XLP,9.03,16.72,15.67,0.00,9,bull,1
PEP,2019-01-18,XLP,5.31,5.92,11.94,-0.65,6,bear,1
PEP,2020-04-03,XLP,4.45,5.59,4.29,0.00,17,bear,1
PEP,2020-07-02,XLP,3.62,5.34,1.26,-0.31,4,bull,1
PEP,2021-03-05,XLP,6.20,8.37,11.21,0.00,6,bull,1
PEP,2022-06-24,XLP,2.09,8.45,1.17,0.00,5,bear,1
PEP,2022-10-14,XLP,4.62,8.25,7.07,0.00,2,bear,1
PEP,2023-02-10,XLP,-1.72,5.33,10.99,-1.72,8,bull,1
PEP,2023-09-15,XLP,-11.03,-7.18,-7.18,-11.24,30,bull,1
PEP,2023-11-03,XLP,1.90,2.59,1.40,-0.02,23,bull,1
PEP,2024-07-05,XLP,8.30,5.16,4.20,0.00,5,bull,1
PEP,2024-12-06,XLP,-5.16,-4.50,-2.74,-9.60,36,bull,1
PEP,2025-01-24,XLP,2.94,-1.61,-3.37,-3.84,29,bull,1
PEP,2025-05-16,XLP,0.23,3.61,11.23,-2.00,13,bull,1
WMT,2000-09-08,XLP,-12.62,-9.01,-1.69,-16.94,17,bull,0
WMT,2000-11-03,XLP,8.04,12.27,13.33,-7.79,9,bear,1
WMT,2001-03-30,XLP,4.61,1.39,-0.89,-4.65,4,bear,1
WMT,2001-07-13,XLP,1.32,-12.63,-0.79,-15.45,3,bear,0
WMT,2001-09-28,XLP,7.92,12.73,16.45,0.00,4,bear,1
WMT,2002-05-24,XLP,-0.84,-16.14,-2.99,-16.86,25,bear,0
WMT,2002-07-05,XLP,-17.68,-4.50,-8.37,-17.68,19,bear,0
WMT,2002-08-16,XLP,1.13,0.21,0.58,-4.61,13,bear,1
WMT,2003-01-17,XLP,-1.64,-1.22,6.20,-6.36,12,bear,1
WMT,2003-02-21,XLP,11.99,13.51,8.40,-1.72,7,bear,1
WMT,2003-12-19,XLP,2.16,7.58,11.71,-0.10,10,bull,1
WMT,2004-06-04,XLP,-8.23,-6.33,-5.13,-9.30,24,bull,1
WMT,2004-07-30,XLP,1.28,-0.14,-1.69,-3.17,16,bull,1
WMT,2005-01-07,XLP,-0.98,-1.65,-9.00,-9.00,4,bull,1
WMT,2005-03-04,XLP,-7.47,-10.96,-10.44,-11.59,38,bull,1
WMT,2005-05-06,XLP,-2.98,-1.08,1.11,-3.74,29,bull,1
WMT,2005-09-30,XLP,3.83,15.22,10.65,0.00,8,bull,1
WMT,2006-02-03,XLP,-0.35,4.23,-0.65,-0.65,9,bull,1
WMT,2006-05-12,XLP,2.00,-0.81,-3.24,-7.17,2,bull,1
WMT,2006-08-11,XLP,4.94,8.53,6.75,-1.44,7,bull,1
WMT,2006-12-15,XLP,3.29,3.27,2.09,-1.96,5,bull,1
WMT,2007-04-05,XLP,0.00,2.96,0.13,-2.36,2,bull,1
WMT,2007-08-10,XLP,-7.52,-1.02,-3.59,-7.52,18,bear,1
WMT,2007-09-07,XLP,7.03,4.25,13.00,0.00,14,bull,1
WMT,2007-09-21,XLP,1.70,4.77,8.18,-3.01,12,bull,1
WMT,2008-10-31,XLP,0.13,-0.39,-12.99,-12.99,42,bear,1
WMT,2009-02-13,XLP,6.32,9.50,8.38,0.00,27,bear,1
WMT,2009-05-22,XLP,-2.19,-1.54,5.72,-3.41,13,bear,1
WMT,2009-07-24,XLP,5.51,2.94,5.22,0.00,4,bull,1
WMT,2010-06-11,XLP,-2.81,1.83,2.93,-5.62,16,bear,1
WMT,2011-03-25,XLP,2.35,6.31,1.56,-0.42,7,bull,1
WMT,2011-07-01,XLP,-1.50,-0.39,-4.35,-6.33,16,bull,1
WMT,2011-08-26,XLP,-3.97,7.60,8.19,-3.97,8,bear,1
WMT,2013-01-18,XLP,0.14,5.44,14.26,-0.29,9,bull,1
WMT,2013-09-20,XLP,-0.16,4.47,3.57,-4.00,8,bull,1
WMT,2014-02-21,XLP,4.75,6.89,6.65,0.00,7,bull,1
WMT,2014-06-27,XLP,0.84,1.17,2.65,-2.39,12,bull,1
WMT,2014-08-29,XLP,1.31,1.17,12.12,-1.85,3,bull,1
WMT,2015-05-15,XLP,-8.59,-7.72,-9.48,-9.67,40,bull,1
WMT,2015-06-26,XLP,-0.75,-7.12,-11.59,-11.59,34,bull,1
WMT,2015-09-25,XLP,-8.59,-5.82,-6.95,-11.54,21,bear,1
WMT,2015-11-20,XLP,-1.21,3.96,11.10,-1.21,13,bull,1
WMT,2016-11-04,XLP,2.49,0.65,-4.39,-4.39,19,bull,1
WMT,2017-02-03,XLP,5.31,9.18,13.88,0.00,6,bull,1
WMT,2018-03-23,XLP,1.83,-1.47,-1.40,-2.86,22,bull,1
WMT,2018-05-18,XLP,0.07,4.85,8.45,-1.41,14,bull,1
WMT,2018-06-08,XLP,0.18,6.21,14.30,-0.78,11,bull,1
WMT,2020-02-07,XLP,0.67,3.07,6.03,-7.53,10,bull,1
WMT,2020-03-20,XLP,15.93,10.99,3.77,-3.85,4,bear,1
WMT,2020-04-03,XLP,2.88,4.29,-0.53,-1.02,2,bear,1
WMT,2021-03-26,XLP,3.53,5.31,0.42,0.00,18,bull,1
WMT,2021-07-09,XLP,3.51,6.77,-1.96,-1.96,3,bull,1
WMT,2021-12-23,XLP,0.50,-1.08,4.67,-2.98,14,bull,1
WMT,2022-03-04,XLP,6.14,7.53,-9.36,-15.91,4,bear,0
WMT,2022-06-17,XLP,9.11,12.26,16.18,0.00,21,bear,1
WMT,2022-10-21,XLP,9.82,4.74,6.61,0.00,3,bear,1
WMT,2023-12-22,XLP,3.66,8.75,16.60,0.00,4,bull,1
WMT,2024-04-05,XLP,-0.05,10.25,13.52,-0.53,25,bull,1
PM,2009-03-06,XLP,10.12,13.10,29.71,0.00,12,bear,1
PM,2010-06-04,XLP,7.56,18.19,19.12,0.00,8,bear,1
PM,2011-10-14,XLP,6.29,12.14,15.51,0.00,4,bear,1
PM,2012-11-23,XLP,-6.04,0.53,0.55,-7.66,12,bull,1
PM,2013-01-18,XLP,0.01,1.54,8.17,-2.06,4,bull,1
PM,2013-07-12,XLP,-1.11,-6.14,-1.92,-6.98,44,bull,1
PM,2013-09-13,XLP,-2.09,2.95,-1.17,-2.09,35,bull,1
PM,2013-12-27,XLP,-6.04,-8.96,-6.62,-9.91,20,bull,1
PM,2014-02-21,XLP,2.57,6.53,9.88,0.00,12,bull,1
PM,2014-10-17,XLP,0.33,-1.84,-2.65,-4.66,1,bear,1
PM,2015-01-16,XLP,0.21,-6.11,-4.59,-6.11,17,bull,1
PM,2015-04-10,XLP,9.36,2.31,5.48,0.00,5,bull,1
PM,2015-07-02,XLP,5.37,-1.01,-0.70,-4.78,3,bull,1
PM,2015-09-18,XLP,9.47,4.01,7.65,-0.76,4,bear,1
PM,2016-11-04,XLP,-7.76,-3.09,2.03,-7.76,15,bull,1
PM,2016-12-16,XLP,0.14,13.69,22.45,0.00,9,bull,1
PM,2017-10-27,XLP,-2.61,-0.20,3.87,-3.12,51,bull,1
PM,2017-11-24,XLP,2.46,6.65,2.13,-2.15,49,bull,1
PM,2018-05-25,XLP,1.25,6.45,7.38,-2.69,23,bull,1
PM,2018-09-21,XLP,7.58,4.55,-0.09,-1.25,6,bull,1
PM,2019-01-18,XLP,13.10,23.12,17.74,-1.44,7,bear,1
PM,2019-07-05,XLP,5.05,-10.02,-4.70,-11.13,3,bull,1
PM,2019-09-27,XLP,9.12,9.65,15.05,0.00,7,bull,1
PM,2020-04-03,XLP,-0.24,-0.14,-4.73,-7.73,20,bear,1
PM,2020-06-05,XLP,-5.68,2.83,8.09,-7.80,11,bull,1
PM,2020-11-20,XLP,12.20,7.03,13.88,-1.08,2,bull,1
PM,2021-12-10,XLP,11.59,16.60,12.33,0.00,7,bull,1
PM,2022-04-08,XLP,-1.13,5.45,0.91,-2.12,2,bull,1
PM,2022-07-22,XLP,4.38,-0.39,-9.83,-12.21,20,bear,1
PM,2022-10-21,XLP,11.29,15.92,19.04,0.00,7,bear,1
PM,2023-03-31,XLP,2.80,-6.59,0.34,-6.59,3,bull,1
PM,2023-06-16,XLP,6.25,2.68,0.02,0.00,7,bull,1
PM,2023-09-01,XLP,-1.86,-7.28,0.01,-7.28,19,bull,1
PM,2023-09-15,XLP,-2.31,-5.02,-3.32,-7.38,17,bull,1
PM,2023-10-13,XLP,-2.77,-1.03,4.75,-5.19,13,bull,1
PM,2023-11-03,XLP,2.76,4.25,0.67,-1.99,10,bull,1
PM,2024-02-23,XLP,0.64,3.84,10.55,-1.89,10,bull,1
PM,2025-10-10,XLP,-4.41,-7.89,0.81,-10.06,16,bull,1
PM,2025-11-07,XLP,-3.64,5.46,18.05,-3.64,12,bull,1
MO,2001-08-10,XLP,6.73,15.07,10.75,0.00,7,bear,1
MO,2001-12-07,XLP,3.52,11.70,20.77,0.00,7,bear,1
MO,2002-08-09,XLP,-6.12,-25.12,-13.21,-25.12,44,bear,0
MO,2002-10-18,XLP,-4.94,2.35,4.51,-7.37,34,bear,1
MO,2003-03-07,XLP,-19.58,-11.99,17.36,-19.58,14,bear,0
MO,2003-04-17,XLP,3.45,32.96,31.79,-3.79,8,bull,1
MO,2004-06-18,XLP,2.29,-1.09,4.98,-1.98,22,bull,1
MO,2004-08-20,XLP,1.27,-1.07,14.34,-5.56,13,bear,1
MO,2004-10-22,XLP,24.04,28.14,36.98,0.00,4,bear,1
MO,2006-04-28,XLP,-0.94,-1.49,10.15,-3.77,11,bull,1
MO,2006-06-23,XLP,11.82,17.85,17.90,0.00,3,bear,1
MO,2007-05-11,XLP,2.49,5.41,-1.95,-4.05,26,bull,1
MO,2007-08-24,XLP,0.16,3.03,6.94,-2.60,11,bull,1
MO,2008-05-09,XLP,2.82,-2.57,1.21,-2.57,51,bear,1
MO,2008-12-26,XLP,11.82,2.66,13.61,0.00,20,bear,1
MO,2009-03-13,XLP,-2.22,2.52,2.10,-3.12,9,bear,1
MO,2010-07-02,XLP,9.11,10.98,20.08,0.00,1,bear,1
MO,2011-08-19,XLP,6.27,9.31,9.74,0.00,4,bear,1
MO,2012-11-23,XLP,-3.55,0.75,4.11,-5.86,12,bull,1
MO,2013-01-18,XLP,3.34,2.55,9.33,0.00,4,bull,1
MO,2013-09-06,XLP,2.13,10.03,8.99,0.00,8,bull,1
MO,2014-02-21,XLP,4.42,10.15,16.57,0.00,4,bull,1
MO,2015-07-02,XLP,11.00,10.57,13.04,0.00,4,bull,1
MO,2016-10-14,XLP,-1.09,6.13,10.26,-1.09,11,bull,1
MO,2017-08-25,XLP,-1.45,2.51,4.75,-2.89,17,bull,1
MO,2018-03-16,XLP,1.20,-12.66,-8.67,-12.66,27,bull,1
MO,2018-03-29,XLP,-9.93,-10.74,-7.37,-11.44,25,bull,1
MO,2018-05-25,XLP,3.76,4.89,11.01,0.00,17,bull,1
MO,2018-12-28,XLP,-9.51,5.34,16.02,-9.51,14,bear,1
MO,2019-05-24,XLP,-6.97,-2.06,-9.91,-10.53,28,bull,1
MO,2019-06-14,XLP,-2.67,-9.24,-13.78,-14.00,25,bull,1
MO,2019-07-05,XLP,-1.74,-10.33,-16.09,-16.09,22,bull,0
MO,2019-09-13,XLP,1.33,10.47,19.99,-4.48,12,bull,1
MO,2019-10-11,XLP,9.02,18.42,18.53,0.00,8,bull,1
MO,2020-04-03,XLP,1.34,4.38,4.28,-2.19,20,bear,1
MO,2020-06-05,XLP,-3.97,0.29,7.07,-6.92,11,bull,1
MO,2020-10-16,XLP,2.02,8.78,7.38,-8.73,8,bull,1
MO,2021-10-22,XLP,-10.00,0.06,7.39,-10.00,12,bull,1
MO,2021-12-03,XLP,9.97,17.14,19.46,0.00,6,bull,1
MO,2022-07-15,XLP,7.53,8.53,4.27,-1.67,23,bear,1
MO,2022-10-14,XLP,-1.88,3.27,4.81,-2.28,10,bear,1
MO,2023-04-14,XLP,1.42,0.42,4.29,-1.51,3,bull,1
MO,2023-06-16,XLP,3.22,-0.77,0.02,-2.63,41,bull,1
MO,2023-09-08,XLP,-2.44,-5.69,-1.21,-8.86,29,bull,1
MO,2023-10-13,XLP,-6.19,-3.19,-0.38,-7.88,24,bull,1
MO,2023-11-03,XLP,4.75,1.60,1.25,-1.60,21,bull,1
MO,2023-12-01,XLP,-3.00,-3.34,-1.10,-3.56,17,bull,1
MO,2025-11-28,XLP,-0.59,6.85,16.61,-1.73,11,bull,1
MO,2026-01-16,XLP,8.89,9.93,10.91,0.00,4,bull,1
MDLZ,2002-08-02,XLP,6.91,-1.51,3.84,-1.51,5,bear,1
MDLZ,2002-10-18,XLP,-2.83,0.15,-1.80,-6.19,51,bear,1
MDLZ,2002-12-20,XLP,-2.56,-19.62,-26.01,-30.00,50,bear,0
MDLZ,2003-03-07,XLP,4.96,14.57,19.32,0.00,39,bear,1
MDLZ,2003-08-15,XLP,3.92,2.88,4.03,-0.42,16,bull,1
MDLZ,2003-11-14,XLP,3.87,5.78,9.37,0.00,3,bull,1
MDLZ,2004-06-18,XLP,-2.32,-3.74,1.86,-4.32,14,bull,1
MDLZ,2004-08-20,XLP,4.28,3.06,11.84,0.00,5,bear,1
MDLZ,2005-04-15,XLP,1.66,-0.47,-0.86,-5.23,48,bear,1
MDLZ,2005-04-29,XLP,1.08,-2.51,-4.22,-4.22,46,bull,1
MDLZ,2005-07-08,XLP,-2.16,-1.43,-2.07,-5.46,36,bull,1
MDLZ,2005-08-12,XLP,-0.78,-3.53,-8.48,-8.68,31,bull,1
MDLZ,2005-11-18,XLP,-2.80,-1.19,-0.09,-4.73,17,bull,1
MDLZ,2006-01-13,XLP,1.11,6.52,5.34,0.00,9,bull,1
MDLZ,2007-03-30,XLP,6.00,5.84,14.50,-0.25,11,bull,1
MDLZ,2007-08-31,XLP,8.51,4.71,5.15,0.00,4,bull,1
MDLZ,2007-11-23,XLP,0.27,-9.11,-5.55,-13.15,4,bear,1
MDLZ,2008-02-08,XLP,6.25,10.43,12.18,0.00,16,bear,1
MDLZ,2008-07-18,XLP,11.31,12.60,-7.16,-7.16,5,bear,1
MDLZ,2008-11-07,XLP,-2.95,-2.98,-0.46,-6.77,31,bear,1
MDLZ,2008-12-19,XLP,8.57,-4.47,-14.59,-18.04,25,bear,0
MDLZ,2009-03-20,XLP,3.68,13.42,18.63,0.00,12,bear,1
MDLZ,2012-11-09,XLP,-1.69,3.29,9.01,-2.42,23,bull,1
MDLZ,2014-10-31,XLP,11.17,7.09,5.19,0.00,3,bull,1
MDLZ,2015-02-13,XLP,-6.17,2.11,7.68,-6.17,10,bull,1
MDLZ,2015-04-10,XLP,5.45,7.01,11.50,-1.55,2,bull,1
MDLZ,2016-02-19,XLP,2.34,8.52,11.90,-0.75,11,bear,1
MDLZ,2016-10-28,XLP,-4.25,-0.42,0.43,-8.92,10,bull,1
MDLZ,2016-12-16,XLP,0.95,1.83,-0.75,-3.81,3,bull,1
MDLZ,2017-07-21,XLP,-2.48,-7.20,-4.82,-9.04,23,bull,1
MDLZ,2017-09-29,XLP,0.05,3.66,6.64,0.00,13,bull,1
MDLZ,2018-04-27,XLP,-0.88,3.43,6.88,-2.58,14,bull,1
