ticker,date,sector,ret4W,ret8W,ret12W,maxDD,aoLag,macroFilter,clean
ADI,2000-11-24,XLK,-2.27,4.52,-15.71,-15.71,38,bear,0
ADI,2000-12-08,XLK,-3.23,-10.62,-26.86,-26.86,36,bear,0
ADI,2001-01-19,XLK,-19.36,-20.35,-13.22,-39.73,30,bear,0
ADI,2001-03-23,XLK,23.48,34.11,9.00,-8.94,21,bear,1
ADI,2001-07-20,XLK,6.70,-33.51,-23.04,-33.51,4,bear,0
ADI,2001-10-12,XLK,28.01,25.32,28.92,0.00,8,bear,1
ADI,2002-03-01,XLK,-10.14,-27.59,-22.99,-27.59,4,bear,0
ADI,2002-05-17,XLK,-22.43,-29.67,-29.99,-44.52,29,bear,0
ADI,2002-07-12,XLK,-0.45,-13.60,-19.38,-27.46,21,bear,0
ADI,2002-08-02,XLK,2.53,-15.75,20.81,-15.75,18,bear,0
ADI,2002-10-18,XLK,10.16,-5.60,-7.34,-8.38,7,bear,1
ADI,2003-01-10,XLK,7.69,15.13,7.77,-7.69,7,bear,1
ADI,2003-02-21,XLK,-0.93,7.41,19.68,-7.68,1,bear,1
ADI,2004-05-21,XLK,-6.02,-20.12,-25.29,-31.70,3,bull,0
ADI,2004-08-20,XLK,6.78,10.09,13.74,-2.59,43,bear,1
ADI,2005-01-07,XLK,6.76,4.18,0.08,-3.28,23,bull,1
ADI,2005-05-06,XLK,7.30,11.27,4.68,0.00,6,bull,1
ADI,2005-09-09,XLK,-11.81,-1.19,1.56,-11.81,12,bull,1
ADI,2005-11-04,XLK,2.78,2.59,6.34,-4.09,4,bull,1
ADI,2006-06-16,XLK,-4.68,-10.81,-1.26,-15.55,24,bear,0
ADI,2006-09-01,XLK,1.48,5.37,10.09,-0.81,13,bull,1
ADI,2007-10-05,XLK,-10.92,-13.91,-19.91,-19.91,31,bull,0
ADI,2007-10-19,XLK,-5.66,-3.54,-16.62,-19.71,29,bull,0
ADI,2007-11-30,XLK,-6.96,-7.06,-14.02,-15.30,23,bull,0
ADI,2008-02-08,XLK,-1.07,8.63,22.23,-3.62,13,bear,1
ADI,2008-09-26,XLK,-13.31,-30.60,-26.38,-32.39,32,bear,0
ADI,2008-11-07,XLK,0.47,0.41,16.02,-13.63,26,bear,1
ADI,2008-12-12,XLK,4.53,12.70,6.27,-4.38,21,bear,1
ADI,2010-02-19,XLK,-2.56,4.89,-2.05,-5.13,2,bull,1
ADI,2010-06-04,XLK,0.90,3.89,1.89,-4.03,9,bear,1
ADI,2010-09-17,XLK,3.69,13.96,21.44,0.00,2,bull,1
ADI,2011-07-01,XLK,-20.49,-19.21,-21.13,-22.26,28,bull,0
ADI,2011-08-26,XLK,-2.37,17.78,0.84,-2.37,20,bear,1
ADI,2011-12-23,XLK,10.01,8.58,11.57,0.00,3,bull,1
ADI,2012-06-01,XLK,-1.29,7.28,7.12,-1.70,10,bear,1
ADI,2014-08-22,XLK,-2.14,-8.35,1.04,-15.00,15,bull,0
ADI,2014-10-24,XLK,10.12,13.42,9.85,0.00,6,bull,1
ADI,2015-12-31,XLK,-0.32,11.60,18.01,-0.68,13,bear,1
ADI,2016-01-29,XLK,11.96,18.39,13.05,-0.36,9,bear,1
ADI,2017-09-01,XLK,9.24,14.13,6.17,0.00,1,bull,1
ADI,2018-11-02,XLK,-1.34,-5.59,14.78,-6.02,14,bear,1
ADI,2019-01-18,XLK,8.44,9.96,17.53,0.00,3,bear,1
ADI,2019-11-08,XLK,4.74,4.56,-1.00,-3.22,1,bull,1
ADI,2020-04-09,XLK,-0.97,15.18,21.11,-0.97,8,bear,1
ADI,2022-01-21,XLK,2.20,4.41,-2.13,-6.95,29,bear,1
ADI,2022-03-25,XLK,-6.64,1.32,-9.48,-12.54,20,bull,1
ADI,2022-05-20,XLK,-10.66,-2.55,0.27,-14.71,12,bear,1
ADI,2022-07-15,XLK,2.90,-8.55,-16.26,-16.26,4,bear,0
ADI,2022-09-30,XLK,-0.43,16.36,13.19,-5.65,9,bear,1
ADI,2023-09-08,XLK,-3.97,-3.27,3.78,-9.86,14,bull,1
ADI,2023-11-10,XLK,9.74,2.90,6.54,0.00,5,bull,1
ADI,2024-11-29,XLK,-1.30,-2.89,5.44,-5.95,15,bull,1
ADI,2025-01-10,XLK,-2.08,-4.75,-18.25,-24.90,9,bull,0
ADI,2025-04-17,XLK,8.16,17.35,24.29,0.00,7,bear,1
AMAT,2000-08-18,XLK,-17.35,-40.37,-51.43,-51.66,38,bull,0
AMAT,2000-10-27,XLK,-22.01,-22.75,-3.16,-22.75,28,bear,0
AMAT,2001-07-27,XLK,-13.12,-42.66,-25.67,-42.66,24,bear,0
AMAT,2001-10-12,XLK,20.61,30.02,38.28,0.00,13,bear,1
AMAT,2002-05-24,XLK,-14.25,-35.44,-32.01,-38.23,47,bear,0
AMAT,2002-07-05,XLK,-25.00,-29.98,-38.69,-38.69,41,bear,0
AMAT,2002-08-16,XLK,-20.82,-10.88,4.97,-24.87,35,bear,0
AMAT,2003-01-10,XLK,-8.35,-8.57,-3.70,-12.71,14,bear,1
AMAT,2003-02-28,XLK,13.04,26.67,30.10,0.00,7,bear,1
AMAT,2004-04-02,XLK,-17.10,-16.70,-17.85,-19.45,47,bull,0
AMAT,2004-05-28,XLK,-1.39,-9.54,-12.79,-16.63,39,bull,0
AMAT,2004-08-20,XLK,1.77,-2.44,3.85,-4.03,27,bear,1
AMAT,2005-02-04,XLK,-4.32,-6.24,-8.81,-15.40,3,bull,0
AMAT,2005-04-22,XLK,11.97,10.63,23.07,0.00,8,bull,1
AMAT,2006-03-31,XLK,5.60,-5.54,-9.76,-10.59,27,bull,1
AMAT,2006-06-23,XLK,-4.24,-0.92,3.44,-9.34,15,bear,1
AMAT,2006-08-04,XLK,8.97,20.63,12.59,0.00,9,bull,1
AMAT,2007-11-30,XLK,-8.31,3.23,4.81,-10.33,15,bull,1
AMAT,2008-01-18,XLK,12.97,21.13,9.82,0.00,8,bear,1
AMAT,2008-08-08,XLK,-15.91,-34.20,-41.45,-41.45,37,bear,0
AMAT,2008-10-17,XLK,-26.75,-11.14,-10.70,-26.75,27,bear,0
AMAT,2008-11-07,XLK,2.15,1.37,2.15,-18.38,24,bear,0
AMAT,2008-11-28,XLK,6.70,-6.30,-7.90,-12.40,21,bear,1
AMAT,2010-02-26,XLK,8.62,12.12,5.13,0.00,7,bull,1
AMAT,2010-06-11,XLK,-8.62,-16.27,-19.94,-19.94,23,bear,0
AMAT,2010-07-16,XLK,-11.35,-11.89,-3.96,-14.63,18,bear,1
AMAT,2010-08-06,XLK,-4.39,5.82,16.20,-4.39,15,bull,1
AMAT,2010-09-10,XLK,9.00,14.22,21.21,0.00,10,bull,1
AMAT,2011-06-24,XLK,-7.30,-16.78,-20.32,-20.32,32,bull,0
AMAT,2011-09-02,XLK,-0.14,15.80,0.98,-5.27,22,bear,1
AMAT,2011-12-30,XLK,16.17,10.99,13.03,0.00,5,bull,1
AMAT,2012-06-08,XLK,-4.64,8.74,7.92,-4.64,13,bull,1
AMAT,2012-08-10,XLK,0.37,-9.17,-11.08,-11.25,4,bull,1
AMAT,2012-11-02,XLK,2.76,10.68,23.43,-4.87,9,bull,1
AMAT,2012-11-30,XLK,7.71,20.11,23.94,0.00,5,bull,1
AMAT,2014-10-24,XLK,8.87,14.03,9.14,0.00,3,bull,1
AMAT,2015-04-17,XLK,-7.61,-9.54,-18.49,-18.49,34,bull,0
AMAT,2015-05-15,XLK,-2.09,-11.77,-17.38,-17.38,30,bull,0
AMAT,2015-08-14,XLK,2.91,2.26,11.37,-5.68,17,bull,1
AMAT,2016-02-12,XLK,11.48,16.81,6.69,0.00,2,bear,1
AMAT,2018-05-04,XLK,-6.73,-15.88,-10.94,-15.88,42,bull,0
AMAT,2018-07-20,XLK,-11.53,-17.95,-29.01,-30.25,31,bull,0
AMAT,2018-09-21,XLK,-16.27,-9.31,-21.58,-21.58,22,bull,0
AMAT,2019-01-11,XLK,9.49,13.11,20.39,0.00,6,bear,1
AMAT,2020-04-03,XLK,8.51,21.38,23.01,-5.44,11,bear,1
AMAT,2021-10-29,XLK,-4.87,2.66,-13.60,-13.60,1,bull,1
AMAT,2022-03-04,XLK,-2.98,-9.01,-7.02,-13.90,39,bear,1
AMAT,2022-05-13,XLK,-15.62,-11.26,3.68,-18.96,29,bear,0
AMAT,2022-07-15,XLK,2.91,-12.59,-26.41,-26.41,20,bear,0
AMAT,2022-10-07,XLK,47.73,43.46,39.36,0.00,8,bear,1
AMAT,2022-10-21,XLK,17.94,8.36,22.21,0.00,6,bear,1
AMAT,2024-08-23,XLK,3.88,-5.44,-11.35,-14.39,44,bull,1
AMAT,2024-11-29,XLK,-1.71,4.24,-8.64,-8.64,30,bull,1
AMAT,2025-04-11,XLK,20.45,24.10,43.99,0.00,11,bear,1
AMAT,2025-09-12,XLK,18.35,18.89,36.35,0.00,2,bull,1
AMD,2000-09-08,XLK,-21.15,-27.71,-42.13,-44.36,30,bull,0
AMD,2000-09-29,XLK,7.95,-29.82,-37.23,-37.23,27,bear,0
AMD,2001-08-10,XLK,-17.65,-27.73,-13.90,-43.36,22,bear,0
AMD,2001-09-21,XLK,26.87,63.93,94.72,0.00,16,bear,1
AMD,2002-05-17,XLK,-30.99,-27.12,-14.76,-37.25,47,bear,0
AMD,2002-07-12,XLK,16.96,-15.08,-55.71,-58.66,39,bear,0
AMD,2002-10-18,XLK,12.64,8.70,-0.99,-0.99,25,bear,1
AMD,2003-02-28,XLK,35.24,40.95,38.67,0.00,6,bear,1
AMD,2004-05-28,XLK,0.99,-17.39,-20.90,-26.85,22,bull,0
AMD,2004-08-20,XLK,3.85,30.10,74.00,-8.86,10,bear,1
AMD,2005-04-15,XLK,9.59,19.45,37.05,-2.53,13,bear,1
AMD,2005-05-20,XLK,5.92,26.40,26.77,0.00,8,bull,1
AMD,2006-07-07,XLK,-8.43,19.44,11.16,-15.46,51,bull,0
AMD,2006-11-17,XLK,-4.72,-18.67,-31.47,-31.65,51,bull,0
AMD,2007-02-23,XLK,-7.90,0.99,4.09,-9.31,51,bull,1
AMD,2007-04-13,XLK,10.10,-3.74,8.97,-4.45,51,bull,1
AMD,2007-09-07,XLK,9.85,-2.52,-28.68,-28.68,51,bull,0
AMD,2007-12-28,XLK,28.00,15.36,-5.44,-5.44,51,bear,1
AMD,2008-08-08,XLK,1.95,-32.45,-43.97,-46.28,36,bear,0
AMD,2008-11-07,XLK,-6.17,10.70,-0.82,-25.10,23,bear,0
AMD,2008-11-28,XLK,11.74,2.82,2.35,-4.69,20,bear,1
AMD,2010-07-16,XLK,-20.08,-21.74,-8.95,-25.70,21,bear,0
AMD,2010-07-30,XLK,-18.26,-5.37,-1.54,-22.01,19,bear,0
AMD,2010-09-17,XLK,0.73,9.21,18.42,0.00,12,bull,1
AMD,2011-07-08,XLK,-3.42,1.40,-26.44,-26.44,30,bull,0
AMD,2011-09-09,XLK,-31.67,-17.36,-23.06,-34.44,21,bear,0
AMD,2011-10-28,XLK,-0.35,-4.76,20.28,-11.99,14,bull,1
AMD,2012-06-15,XLK,-26.35,-28.45,-31.94,-39.79,46,bull,0
AMD,2012-08-17,XLK,-8.63,-44.67,-52.79,-52.79,37,bull,0
AMD,2012-10-05,XLK,-25.91,-13.87,-5.47,-32.12,30,bull,0
AMD,2012-11-09,XLK,28.52,43.55,39.25,0.00,25,bull,1
AMD,2013-11-15,XLK,10.48,25.15,10.48,0.00,8,bull,1
AMD,2014-02-28,XLK,1.52,4.30,1.27,-7.59,2,bull,1
AMD,2014-10-31,XLK,-4.32,-3.24,-7.55,-14.03,51,bull,1
AMD,2015-04-10,XLK,-9.90,-10.29,-23.88,-23.88,33,bull,0
AMD,2015-05-29,XLK,8.58,-17.17,-20.60,-28.33,26,bull,0
AMD,2015-08-07,XLK,9.24,6.52,16.85,-7.07,16,bull,1
AMD,2016-02-12,XLK,53.40,41.36,92.15,0.00,4,bear,1
AMD,2017-09-08,XLK,13.58,-10.06,-20.61,-20.61,5,bull,0
AMD,2017-12-01,XLK,19.52,25.25,18.81,0.00,25,bull,1
AMD,2018-03-16,XLK,-6.02,22.30,53.72,-9.60,10,bull,1
AMD,2018-04-20,XLK,21.87,42.21,48.51,0.00,5,bull,1
AMD,2019-01-11,XLK,14.01,12.13,34.09,0.00,5,bear,1
AMD,2021-04-01,XLK,-4.77,-1.43,14.43,-9.87,14,bull,1
AMD,2021-06-11,XLK,1.46,30.60,24.28,0.00,4,bull,1
AMD,2022-03-25,XLK,-20.95,-5.48,-19.51,-24.60,47,bull,0
AMD,2022-05-13,XLK,-12.76,-13.25,7.84,-21.21,40,bear,0
AMD,2022-07-22,XLK,-3.48,-28.06,-37.74,-40.79,30,bear,0
AMD,2022-10-07,XLK,29.37,22.61,14.34,0.00,19,bear,1
AMD,2023-01-13,XLK,12.03,39.63,30.94,0.00,5,bull,1
AMD,2024-08-23,XLK,10.63,5.16,-6.87,-9.57,9,bull,1
AMD,2024-11-29,XLK,-9.54,-16.34,-27.95,-27.95,29,bull,0
AMD,2024-12-27,XLK,-7.51,-20.35,-17.67,-20.35,25,bull,0
AMD,2025-01-17,XLK,-9.77,-13.35,-28.77,-30.19,22,bull,0
AMD,2025-02-21,XLK,3.36,-3.22,10.46,-14.12,17,bull,1
AMD,2025-03-21,XLK,-6.37,6.87,24.24,-16.92,13,bear,0
AMD,2025-04-17,XLK,14.14,32.69,62.44,0.00,9,bear,1
ANET,2015-05-08,XLK,24.06,23.10,28.52,0.00,5,bull,1
ANET,2015-09-25,XLK,2.72,16.24,19.44,0.00,35,bear,1
ANET,2016-02-19,XLK,-14.50,-4.88,1.59,-15.43,14,bear,0
ANET,2018-11-02,XLK,-7.91,-17.17,-9.79,-20.97,17,bear,0
ANET,2019-01-11,XLK,13.73,27.87,39.94,-4.99,7,bear,1
ANET,2019-09-06,XLK,-3.00,-20.98,-21.97,-23.98,24,bull,0
ANET,2019-12-06,XLK,7.54,20.14,-1.11,-1.11,11,bull,1
ANET,2020-04-03,XLK,3.86,12.03,0.29,-1.08,6,bear,1
ANET,2020-09-18,XLK,6.71,33.82,43.40,0.00,6,bull,1
ANET,2021-12-23,XLK,-16.39,-14.09,-3.72,-17.53,34,bull,0
ANET,2022-10-28,XLK,3.03,-7.42,-3.82,-14.21,1,bear,1
ANET,2025-01-10,XLK,-10.90,-30.38,-39.42,-46.34,28,bull,0
APH,2000-08-25,XLK,-14.45,-5.63,-20.93,-20.93,39,bull,0
APH,2000-10-20,XLK,-16.21,-45.37,-20.59,-45.37,31,bear,0
APH,2001-01-19,XLK,-18.94,-27.87,-10.40,-35.43,18,bear,0
APH,2001-03-30,XLK,52.60,63.64,30.03,0.00,8,bear,1
APH,2001-07-13,XLK,-2.05,-15.35,-2.36,-17.18,4,bear,0
APH,2001-09-28,XLK,31.35,31.48,34.34,0.00,6,bear,1
APH,2002-03-01,XLK,-7.22,-10.08,-7.32,-11.24,2,bear,1
APH,2002-06-07,XLK,-15.12,-1.78,-5.10,-15.12,24,bear,0
APH,2002-07-19,XLK,14.94,-7.85,-0.28,-18.85,18,bear,0
APH,2002-10-18,XLK,23.51,10.65,18.89,0.00,5,bear,1
APH,2004-04-30,XLK,-1.00,0.34,-2.27,-12.56,27,bull,1
APH,2005-09-30,XLK,2.53,10.64,14.07,0.00,11,bull,1
APH,2007-05-04,XLK,1.22,0.88,-1.42,-1.90,25,bull,1
APH,2008-02-08,XLK,-8.42,7.14,20.73,-8.42,11,bear,1
APH,2008-03-28,XLK,15.93,13.37,10.09,-0.10,4,bear,1
APH,2008-11-07,XLK,-3.46,17.08,33.53,-11.28,23,bear,1
APH,2010-06-18,XLK,8.91,0.60,14.34,-5.92,8,bull,1
APH,2011-07-01,XLK,-19.96,-20.83,-24.78,-24.78,29,bull,0
APH,2011-09-02,XLK,-1.37,11.33,4.86,-5.14,20,bear,1
APH,2014-11-07,XLK,2.89,5.39,8.24,0.00,28,bull,1
APH,2015-07-24,XLK,-6.26,-10.26,-5.11,-10.46,33,bull,1
APH,2015-09-18,XLK,5.75,8.12,2.02,-0.22,25,bear,1
APH,2016-01-29,XLK,13.42,18.02,12.67,-0.02,6,bear,1
APH,2018-04-27,XLK,3.54,2.11,10.09,0.00,7,bull,1
APH,2018-07-27,XLK,0.77,0.17,-9.31,-11.60,1,bull,1
APH,2018-11-02,XLK,-8.29,-14.92,-3.45,-15.22,16,bear,0
APH,2019-01-11,XLK,12.37,15.67,25.82,0.00,6,bear,1
APH,2019-09-06,XLK,2.40,8.44,9.84,-0.94,5,bull,1
APH,2020-04-03,XLK,9.34,30.63,17.04,0.00,11,bear,1
APH,2021-04-09,XLK,-3.10,-0.04,2.67,-3.21,26,bull,1
APH,2022-05-20,XLK,-7.68,-2.12,11.05,-11.82,13,bear,1
APH,2022-07-15,XLK,13.45,4.17,-3.97,-4.10,5,bear,1
APH,2022-10-07,XLK,18.30,17.09,17.18,0.00,4,bear,1
APH,2023-06-02,XLK,6.89,11.59,13.22,0.00,3,bull,1
APH,2024-07-19,XLK,5.47,3.21,5.64,-7.41,27,bull,1
APH,2025-03-21,XLK,13.91,28.47,40.89,-11.26,7,bear,1
AVGO,2010-09-17,XLK,4.16,17.10,30.54,0.00,2,bull,1
AVGO,2011-09-02,XLK,1.80,6.44,-3.53,-11.95,4,bear,1
AVGO,2011-12-23,XLK,17.74,25.85,32.02,-1.91,7,bull,1
AVGO,2012-05-25,XLK,15.88,16.62,16.37,0.00,5,bull,1
AVGO,2012-10-05,XLK,1.52,3.85,-1.45,-5.58,18,bull,1
AVGO,2012-10-19,XLK,-0.83,-7.30,1.80,-7.95,16,bull,1
AVGO,2013-01-18,XLK,-0.20,4.80,-8.49,-8.49,3,bull,1
AVGO,2013-05-10,XLK,9.18,13.13,6.97,-0.96,3,bull,1
AVGO,2015-09-04,XLK,-10.81,-1.08,12.57,-10.81,14,bear,1
AVGO,2015-10-30,XLK,13.80,11.94,3.12,-9.35,6,bull,1
AVGO,2016-02-05,XLK,22.32,28.35,16.63,0.00,4,bear,1
AVGO,2018-02-23,XLK,-6.07,-7.21,-0.33,-8.77,17,bull,1
AVGO,2018-05-11,XLK,14.51,-14.21,-10.07,-14.21,6,bull,1
AVGO,2018-08-03,XLK,9.59,15.08,4.02,-1.52,9,bull,1
AVGO,2018-11-16,XLK,6.53,13.45,22.63,-0.58,4,bear,1
AVGO,2019-09-06,XLK,-3.24,7.95,8.86,-5.57,9,bull,1
AVGO,2019-10-25,XLK,6.62,6.72,9.24,0.00,2,bull,1
AVGO,2020-04-03,XLK,8.15,24.69,24.05,0.00,10,bear,1
AVGO,2022-05-20,XLK,-12.72,-12.13,-5.97,-18.08,29,bear,0
AVGO,2022-06-03,XLK,-7.87,1.88,-7.58,-11.72,27,bear,1
AVGO,2022-07-15,XLK,7.01,-1.96,-16.67,-16.67,21,bear,0
AVGO,2022-10-07,XLK,21.30,27.54,37.77,0.00,9,bear,1
AVGO,2022-10-28,XLK,16.23,20.17,27.01,0.00,6,bear,1
AVGO,2024-08-23,XLK,6.06,6.25,0.87,-15.86,28,bull,0
AVGO,2025-04-11,XLK,33.70,45.45,60.47,0.00,6,bear,1
CRM,2005-04-22,XLK,37.63,44.14,56.55,0.00,6,bull,1
CRM,2006-06-23,XLK,-5.06,25.88,35.67,-17.85,12,bear,0
CRM,2007-09-07,XLK,23.03,7.81,24.71,-0.28,3,bull,1
CRM,2008-09-26,XLK,-25.52,-31.15,-24.42,-46.31,29,bear,0
CRM,2008-11-07,XLK,21.02,19.43,10.00,-15.45,23,bear,0
CRM,2011-09-02,XLK,-1.84,6.57,-2.91,-14.85,25,bear,1
CRM,2011-12-30,XLK,22.80,42.28,52.89,0.00,8,bull,1
CRM,2012-01-20,XLK,23.19,31.99,34.56,0.00,5,bull,1
CRM,2012-08-17,XLK,4.48,0.32,-2.85,-4.98,2,bull,1
CRM,2013-05-24,XLK,-9.80,2.10,2.98,-11.27,26,bull,1
CRM,2014-08-22,XLK,-4.28,0.81,-1.52,-7.31,2,bull,1
CRM,2016-02-19,XLK,3.90,9.70,16.21,0.00,7,bear,1
CRM,2016-10-14,XLK,5.09,-5.59,2.22,-7.55,17,bull,1
CRM,2017-01-06,XLK,6.61,10.40,11.55,0.00,5,bull,1
CRM,2018-11-16,XLK,0.72,24.98,30.34,0.00,11,bear,1
CRM,2018-11-30,XLK,1.48,14.65,21.02,-9.59,9,bull,1
CRM,2019-08-30,XLK,-2.01,5.74,7.82,-4.62,12,bull,1
CRM,2019-11-01,XLK,-1.92,3.14,13.16,-1.92,3,bull,1
CRM,2020-04-03,XLK,13.81,12.51,24.57,-0.37,6,bear,1
CRM,2021-04-01,XLK,-6.39,2.68,7.32,-6.39,11,bull,1
CRM,2022-03-18,XLK,-18.77,-24.35,-22.64,-24.35,47,bull,0
CRM,2022-05-20,XLK,12.61,10.52,11.31,-1.11,38,bear,1
CRM,2022-09-30,XLK,-7.00,-3.81,-11.78,-14.65,19,bear,1
CRM,2023-01-06,XLK,11.72,15.83,28.79,0.00,5,bear,1
CRM,2023-10-27,XLK,25.32,26.83,34.93,0.00,4,bear,1
CRM,2024-06-28,XLK,-7.30,-3.91,5.11,-7.30,16,bull,1
CRM,2025-03-28,XLK,14.25,10.22,13.57,0.00,40,bear,1
CRM,2025-07-03,XLK,-6.80,-2.83,-6.86,-6.86,26,bull,1
CRM,2025-08-22,XLK,-5.00,-0.55,-11.37,-11.37,19,bull,1
CRM,2025-12-12,XLK,-12.62,-27.01,-25.81,-28.76,3,bull,0
CSCO,2001-01-26,XLK,-37.49,-55.46,-56.06,-61.61,42,bear,0
CSCO,2001-03-16,XLK,2.46,8.08,-10.91,-27.07,35,bear,0
CSCO,2002-03-08,XLK,-7.50,-6.77,-4.90,-20.56,39,bull,0
CSCO,2002-05-17,XLK,-17.08,-17.62,-12.79,-28.67,29,bear,0
CSCO,2002-07-12,XLK,5.86,-4.40,-24.40,-30.70,21,bear,0
CSCO,2002-10-18,XLK,26.40,12.65,19.95,-1.44,7,bear,1
CSCO,2004-05-28,XLK,0.75,-8.17,-14.53,-21.60,51,bull,0
CSCO,2004-08-27,XLK,0.96,2.45,2.56,-2.56,40,bull,1
CSCO,2005-02-11,XLK,2.89,-0.58,9.19,-0.58,16,bull,1
CSCO,2005-05-06,XLK,1.85,2.22,2.17,0.00,4,bull,1
CSCO,2005-09-09,XLK,-6.24,-5.16,-4.72,-7.60,20,bull,1
CSCO,2005-11-04,XLK,0.46,7.44,3.89,-2.58,12,bull,1
CSCO,2006-08-11,XLK,8.92,17.59,28.19,0.00,4,bull,1
CSCO,2007-06-22,XLK,4.02,10.34,15.98,0.00,1,bull,1
CSCO,2007-12-14,XLK,-15.03,-18.54,-14.97,-18.54,51,bear,0
CSCO,2008-02-08,XLK,4.39,0.35,9.41,0.00,51,bear,1
CSCO,2008-08-01,XLK,-8.21,-12.37,-26.72,-32.74,39,bear,0
CSCO,2008-11-07,XLK,2.23,0.48,2.53,-9.93,25,bear,1
CSCO,2010-06-11,XLK,-3.15,-9.07,-12.22,-12.22,51,bear,1
CSCO,2010-09-17,XLK,6.29,-11.23,-11.50,-13.67,51,bull,1
CSCO,2010-12-17,XLK,5.26,-4.27,-12.95,-12.95,44,bull,1
CSCO,2011-03-25,XLK,2.82,-3.40,-12.38,-12.38,30,bull,1
CSCO,2011-06-24,XLK,0.69,-3.40,-1.58,-5.80,17,bull,1
CSCO,2012-06-08,XLK,-4.62,2.57,14.39,-8.25,13,bull,1
CSCO,2012-08-10,XLK,2.26,-3.44,-11.75,-11.75,4,bull,1
CSCO,2012-11-16,XLK,5.94,11.54,11.41,0.00,3,bear,1
CSCO,2013-11-08,XLK,-6.01,3.18,5.27,-6.01,23,bull,1
CSCO,2013-12-20,XLK,0.82,0.50,-1.73,-3.04,17,bull,1
CSCO,2014-10-31,XLK,8.57,9.00,4.09,0.00,3,bull,1
CSCO,2015-07-17,XLK,-6.80,-10.07,-0.53,-10.14,16,bull,1
CSCO,2015-09-25,XLK,12.00,6.06,6.29,0.00,6,bear,1
CSCO,2015-12-18,XLK,-14.65,-3.03,3.47,-16.40,13,bear,0
CSCO,2016-02-12,XLK,6.70,5.08,-0.08,-0.53,5,bear,1
CSCO,2017-06-23,XLK,0.70,0.45,6.61,-2.97,15,bull,1
CSCO,2017-08-11,XLK,6.82,10.21,11.92,0.00,8,bull,1
CSCO,2017-09-01,XLK,7.21,9.50,19.44,0.00,5,bull,1
CSCO,2019-01-18,XLK,8.63,14.33,22.26,0.00,3,bear,1
CSCO,2019-09-06,XLK,-6.94,-2.40,-12.37,-12.37,39,bull,1
CSCO,2019-11-08,XLK,0.47,4.52,6.39,-2.77,30,bull,1
CSCO,2020-03-27,XLK,4.76,22.43,18.56,0.00,10,bear,1
CSCO,2020-09-18,XLK,0.96,6.55,18.18,-6.63,13,bull,1
CSCO,2020-11-13,XLK,10.91,10.89,15.43,0.00,5,bull,1
CSCO,2022-02-25,XLK,-1.50,-13.33,-19.27,-24.01,39,bear,0
CSCO,2022-06-03,XLK,-0.23,3.50,2.53,-2.05,25,bear,1
