ticker,group,date,ao,ac,acBottomDepth,entryPrice,return4W,return8W,return12W,maxDrawdown12W,aoLagWeeks
XLY,Growth/Tech,2003-01-10,-1.4030,-0.2580,0.0308,9.17,-10.61,-10.69,-1.22,-10.69,
XLY,Growth/Tech,2003-02-28,-1.8079,-0.3853,0.0081,8.42,4.51,11.31,15.31,-4.41,7
XLY,Growth/Tech,2004-05-28,-0.0595,-0.6515,0.0048,12.05,1.02,-4.50,-3.36,-9.30,3
XLY,Growth/Tech,2004-08-13,-1.2393,-0.6335,0.0170,11.09,7.30,8.80,16.01,-0.95,8
XLY,Growth/Tech,2005-05-06,-1.2756,-0.7723,0.0646,12.23,3.87,3.45,9.05,-2.52,11
XLY,Growth/Tech,2005-10-07,-0.4384,-0.4740,0.0339,12.22,2.65,5.96,3.52,-2.56,8
XLY,Growth/Tech,2005-10-28,-1.2922,-0.5097,0.1165,12.07,7.57,6.19,5.78,-2.56,5
XLY,Growth/Tech,2006-06-30,-0.2750,-0.3851,0.1044,12.97,-3.38,-3.44,3.38,-6.14,12
XLY,Growth/Tech,2006-08-04,-1.0488,-0.2965,0.1930,12.61,2.28,8.14,14.66,-2.57,7
XLY,Growth/Tech,2006-08-18,-1.1237,-0.0923,0.3972,12.85,4.56,11.14,13.26,-2.57,5
XLY,Growth/Tech,2007-08-31,-2.2317,-0.9781,0.1603,14.62,-0.88,-1.63,-9.71,-12.06,
XLY,Growth/Tech,2007-11-30,-3.1721,-0.9050,0.1258,13.64,-4.61,-10.30,-6.35,-14.81,
XLY,Growth/Tech,2008-02-01,-4.9571,-0.6002,0.2596,13.03,-4.72,-7.00,-1.43,-8.61,
XLY,Growth/Tech,2008-07-25,-3.0262,-0.9821,0.2694,11.33,7.84,6.66,-21.50,-28.87,
XLY,Growth/Tech,2008-11-07,-7.5956,-2.6193,0.5524,8.44,-0.14,8.06,-8.01,-17.38,
XLY,Growth/Tech,2009-03-13,-5.3973,-0.4118,0.0458,7.34,20.92,32.40,32.51,-7.75,7
XLY,Growth/Tech,2010-07-16,-0.3446,-0.7057,0.6548,12.38,2.43,7.56,14.82,-4.18,10
XLY,Growth/Tech,2010-07-30,-0.9208,-0.5607,0.7999,12.97,-2.39,7.53,11.55,-4.18,8
XLY,Growth/Tech,2011-09-02,-2.7044,-1.6955,0.2181,15.11,-3.00,10.27,1.09,-8.33,10
XLY,Growth/Tech,2014-05-02,-0.0829,-1.1687,0.2051,28.08,2.23,4.26,4.33,-1.84,5
XLY,Growth/Tech,2014-10-24,-0.4301,-1.4670,0.0471,29.18,5.64,7.25,5.44,-3.54,3
XLY,Growth/Tech,2015-09-18,-1.2438,-1.6993,0.4644,33.67,3.75,3.01,3.45,-4.53,5
XLY,Growth/Tech,2016-01-29,-2.9337,-2.1960,0.1293,33.21,0.97,5.07,7.66,-5.83,9
XLY,Growth/Tech,2016-02-12,-5.1872,-2.1879,0.1374,31.27,10.76,12.04,14.06,-1.96,7
XLY,Growth/Tech,2016-11-18,-0.4963,-0.2312,1.0274,36.81,2.44,4.01,6.21,-2.88,1
XLY,Growth/Tech,2018-11-09,-1.5338,-3.6296,0.6911,51.26,-6.04,-7.99,-2.18,-14.44,
XLY,Growth/Tech,2019-01-11,-9.0573,-2.0940,0.5351,48.92,2.44,3.66,12.75,-2.43,7
XLY,Growth/Tech,2020-04-03,-19.5337,-11.1580,0.6134,44.02,21.46,34.39,34.22,-5.50,9
XLY,Growth/Tech,2022-02-18,-6.4374,-7.9993,0.5424,86.83,1.04,-0.74,-15.25,-17.77,
XLY,Growth/Tech,2022-06-03,-32.7160,-9.0374,2.6422,73.92,-8.28,6.66,4.60,-11.05,
XLY,Growth/Tech,2022-10-07,-7.7579,-3.5701,0.0589,68.24,-2.24,3.78,-7.91,-11.26,
XLY,Growth/Tech,2022-10-28,-14.5088,-3.8931,1.2767,70.33,-1.61,-10.46,-3.86,-11.26,
XLY,Growth/Tech,2023-01-13,-13.9506,-2.8917,0.1305,67.97,6.05,-1.07,4.06,-8.69,5
XLY,Growth/Tech,2023-03-31,-2.6928,-1.3402,1.3087,72.98,-1.12,1.62,10.86,-3.08,3
XLY,Growth/Tech,2023-11-03,-1.9325,-4.7105,1.0687,78.49,6.78,11.80,7.34,-4.35,4
XLY,Growth/Tech,2025-03-28,-4.6445,-11.0654,0.4316,97.76,0.28,6.91,6.92,-7.23,11
XLY,Growth/Tech,2026-01-09,-89.0590,-30.6964,9.1248,124.17,-5.16,-8.01,-12.90,-14.89,
XBI,High-Vol,2007-04-05,-0.5767,-0.5348,0.3530,15.76,7.73,8.41,2.10,-6.32,1
XBI,High-Vol,2008-02-29,-1.7075,-1.0223,1.1545,16.99,-2.61,5.57,6.85,-6.71,12
XBI,High-Vol,2008-03-28,-5.2621,-1.6786,0.4982,16.54,8.40,9.72,12.07,-3.39,8
XBI,High-Vol,2008-11-07,-6.7791,-3.4250,0.5983,17.18,-8.49,1.07,-1.70,-16.67,
XBI,High-Vol,2008-12-19,-8.8383,-0.6897,3.3335,17.00,0.32,3.54,-9.02,-21.70,
XBI,High-Vol,2009-03-27,-6.9236,-1.4219,0.5270,15.78,-9.22,-7.95,0.81,-9.22,
XBI,High-Vol,2009-11-13,-0.0362,-1.5292,0.6750,16.16,0.34,10.70,9.17,-1.39,4
XBI,High-Vol,2010-06-11,-0.7386,-1.7589,0.7084,17.48,-2.46,4.94,1.64,-8.96,
XBI,High-Vol,2010-07-16,-2.2503,-0.6244,1.8429,16.63,5.71,9.15,17.51,-6.72,11
XBI,High-Vol,2010-07-30,-2.9574,-0.6412,1.8261,17.62,-2.93,7.56,8.51,-6.72,9
XBI,High-Vol,2011-09-02,-6.4953,-5.0087,0.5498,19.42,-1.62,11.99,-1.17,-11.94,
XBI,High-Vol,2011-12-09,-4.2875,-0.3072,0.1151,20.64,8.28,25.71,19.86,-4.65,5
XBI,High-Vol,2012-11-23,-0.7228,-3.6547,0.5622,28.45,0.11,8.26,7.97,-2.59,4
XBI,High-Vol,2014-04-25,-2.7796,-13.3310,0.0006,40.19,3.54,23.85,12.28,-11.35,8
XBI,High-Vol,2015-10-16,-138.5283,-42.6289,10.3589,64.91,3.36,-0.48,-8.19,-16.50,
XBI,High-Vol,2018-11-09,-8.4601,-4.1812,0.5637,80.15,-3.21,-7.11,3.99,-19.47,
XBI,High-Vol,2019-01-11,-15.0211,-1.1618,2.6294,81.37,0.83,5.44,14.39,-5.83,8
XBI,High-Vol,2019-09-06,-3.8204,-2.4917,0.0057,78.86,-3.33,5.28,17.85,-7.57,12
XBI,High-Vol,2019-10-25,-6.0632,-0.7043,1.7932,80.73,8.35,18.87,18.34,-3.45,5
XBI,High-Vol,2020-04-03,-8.6456,-7.4710,0.4211,74.29,21.33,38.34,47.52,-6.37,5
XBI,High-Vol,2021-05-21,-6.6255,-3.1906,6.9903,126.01,5.46,-0.58,-1.62,-11.01,
XBI,High-Vol,2021-06-11,-10.4076,-2.2928,3.6204,135.12,-1.49,-6.29,-1.21,-11.93,
XBI,High-Vol,2021-08-13,-11.8655,-2.6671,0.6424,123.97,5.70,-0.95,5.38,-8.01,
XBI,High-Vol,2021-11-05,-4.7166,-0.1732,1.1406,130.63,-16.59,-14.74,-32.55,-32.55,
XBI,High-Vol,2021-12-23,-11.9737,-4.0702,0.7123,117.60,-23.85,-24.39,-22.04,-29.03,
XBI,High-Vol,2022-02-11,-26.0546,-5.4708,0.9631,92.86,-9.36,-3.22,-24.87,-24.87,
XBI,High-Vol,2022-05-27,-28.6191,-4.0134,0.7114,70.72,8.40,13.49,22.76,-6.94,12
XBI,High-Vol,2023-03-31,-4.9014,-3.4268,0.3054,75.81,5.24,10.63,11.69,-2.91,7
XBI,High-Vol,2023-09-01,-3.1013,-1.8092,0.0742,80.71,-10.00,-20.97,-9.21,-20.97,
XBI,High-Vol,2023-11-03,-10.5149,-2.2684,0.5191,71.09,8.91,24.97,23.50,-6.31,8
XBI,High-Vol,2024-12-27,-0.6975,-1.8980,0.2159,91.02,1.22,0.38,-4.63,-5.99,
XBI,High-Vol,2025-01-24,-5.3961,-1.9780,0.7911,92.12,-0.82,-5.78,-17.87,-20.51,
XBI,High-Vol,2025-03-21,-6.6705,-1.1949,0.7831,86.80,-12.84,-9.29,-4.03,-15.44,
XBI,High-Vol,2025-04-25,-14.2521,-3.0856,0.3218,79.96,-1.51,2.65,7.51,-8.52,
ARKG,High-Vol,2015-09-04,-1.6522,-0.9231,0.0144,19.28,-7.62,-3.78,1.26,-13.06,
ARKG,High-Vol,2015-10-30,-2.9589,-0.5495,0.3736,18.55,5.25,5.42,-9.68,-16.57,
ARKG,High-Vol,2016-02-19,-3.4894,-0.8437,0.2922,15.39,3.04,13.20,0.70,-11.05,
ARKG,High-Vol,2016-06-03,-1.0836,-0.1877,0.1327,16.87,-5.33,3.85,0.53,-7.17,9
ARKG,High-Vol,2016-11-18,-0.5086,-0.6336,0.4250,17.48,-3.35,-1.88,1.66,-9.77,3
ARKG,High-Vol,2017-01-13,-0.4283,-0.1429,0.4907,17.15,3.61,10.92,10.21,-3.32,5
ARKG,High-Vol,2018-11-09,-0.6468,-1.4895,0.5396,28.32,-6.60,-13.13,-4.60,-25.14,
ARKG,High-Vol,2019-01-11,-4.0316,-1.3368,0.2992,26.85,-1.07,8.90,23.01,-4.68,8
ARKG,High-Vol,2019-09-13,-0.2832,-1.1968,0.2838,30.43,-10.27,-3.55,8.67,-12.15,12
ARKG,High-Vol,2019-11-01,-2.8335,-0.7385,0.7421,29.35,13.75,15.58,13.13,-5.66,5
ARKG,High-Vol,2020-04-03,-1.5419,-2.1418,0.0798,29.36,33.77,55.56,69.59,-12.13,3
ARKG,High-Vol,2021-05-28,-6.8103,-4.5005,4.2050,81.23,10.19,4.78,-2.47,-13.37,
ARKG,High-Vol,2021-06-11,-9.4585,-2.8730,1.7552,86.38,3.52,0.07,0.45,-13.37,
ARKG,High-Vol,2021-08-13,-6.4990,-1.3518,0.1602,81.69,1.86,-12.57,-5.18,-17.68,
ARKG,High-Vol,2021-10-29,-8.9955,-1.7826,0.3029,74.62,-13.97,-14.25,-37.55,-39.83,
ARKG,High-Vol,2021-12-23,-15.9308,-3.2190,1.0218,63.99,-27.17,-29.13,-27.84,-36.41,
ARKG,High-Vol,2022-02-11,-23.2136,-2.7904,1.4504,48.54,-16.17,-10.14,-32.59,-32.59,
ARKG,High-Vol,2022-05-27,-20.1371,-1.6151,0.4860,33.64,2.91,9.39,8.20,-13.15,
ARKG,High-Vol,2022-10-07,-2.8613,-0.5077,0.4565,32.86,-1.07,0.37,-14.09,-22.08,
ARKG,High-Vol,2022-10-28,-3.8369,-0.4373,0.5269,34.18,-7.26,-16.85,-4.94,-22.08,
ARKG,High-Vol,2023-01-13,-3.9796,-0.8414,0.3668,32.81,-1.95,-16.31,-9.42,-22.17,
ARKG,High-Vol,2023-03-24,-3.4852,-1.3668,0.0762,28.65,6.74,7.36,20.80,-5.30,11
ARKG,High-Vol,2023-09-08,-0.3676,-2.0850,0.0298,31.11,-15.56,-16.30,-6.69,-28.51,
ARKG,High-Vol,2023-11-03,-5.7446,-1.6967,0.3883,26.04,11.48,26.00,11.71,-12.13,9
ARKG,High-Vol,2024-02-16,-0.5020,-0.6714,0.2240,31.40,-9.43,-17.52,-20.70,-26.72,2
ARKG,High-Vol,2024-05-03,-2.8809,-1.3863,0.1425,25.04,-2.16,-6.23,8.75,-12.40,
ARKG,High-Vol,2024-07-12,-3.5169,-0.6146,0.0415,25.34,-4.18,-4.34,-1.89,-10.98,
ARKG,High-Vol,2024-10-18,-0.7577,-0.0102,0.0423,24.78,-8.56,-0.28,-0.16,-12.49,
ARKG,High-Vol,2024-11-08,-1.1426,-0.1458,0.1203,25.89,2.07,-0.83,3.65,-12.49,12
ARKG,High-Vol,2025-04-11,-3.3858,-1.7984,0.2128,21.03,0.48,10.70,20.73,-7.72,
ARKG,High-Vol,2026-04-10,-1.9874,-1.0581,0.3326,26.68,,,,-3.22,
