ticker,date,sector,ret4W,ret8W,ret12W,maxDD,aoLag,aoBottomDepth,aoRecovery,macroFilter,clean
ETN,2000-08-11,XLI,-0.1154,-0.1550,-0.0309,-0.1550,17,2,0.594559,bull,false
ETN,2000-11-03,XLI,-0.0225,0.0760,-0.0537,-0.0296,5,2,2.203559,bear,true
ETN,2015-02-13,XLI,-0.0742,-0.0457,0.0097,-0.0742,2,16,7.631909,bull,true
ETN,2018-08-03,XLI,0.0192,0.0633,-0.1172,-0.0125,2,12,1.544059,bull,true
ETN,2022-07-29,XLI,-0.0441,-0.0911,-0.0560,-0.0911,4,2,5.247686,bear,true
ETN,2025-05-09,XLI,0.0696,0.1689,0.2305,0.0000,5,2,9.314765,bear,true
BA,2008-12-26,XLI,0.0358,-0.0952,-0.1889,-0.0952,21,2,2.083500,bear,true
BA,2014-11-21,XLI,-0.0493,-0.0151,0.1346,-0.0905,1,13,4.593858,bull,true
BA,2021-11-12,XLI,-0.0720,-0.0247,-0.0657,-0.1282,52,7,2.764748,bull,true
WM,2001-11-23,XLI,0.0809,0.0291,-0.1505,0.0000,3,2,0.252500,bear,true
WM,2004-11-05,XLI,0.0151,0.0165,-0.0094,-0.0014,3,2,0.506912,bull,true
WM,2005-10-28,XLI,0.0147,0.0318,0.0506,-0.0037,2,8,0.663000,bull,true
WM,2006-09-29,XLI,0.0319,0.0427,-0.0059,0.0000,1,2,0.557329,bull,true
WM,2009-07-24,XLI,0.0228,0.0565,0.0726,-0.0436,3,16,4.913456,bull,true
WM,2012-07-27,XLI,0.0038,-0.0390,-0.0375,-0.0390,3,2,0.057529,bull,true
WM,2020-07-24,XLI,0.0362,0.0797,0.0854,0.0000,3,14,14.086176,bull,true
WM,2023-11-03,XLI,0.0380,0.0697,0.1097,0.0000,2,1,1.680535,bull,true
PH,2000-08-04,XLI,0.0612,0.0215,0.1181,0.0000,17,1,0.063471,bear,true
PH,2000-11-03,XLI,-0.0222,0.1153,0.0852,-0.0614,4,14,1.627353,bear,true
PH,2002-10-25,XLI,0.0624,0.0649,-0.0183,0.0000,4,2,1.702765,bear,true
PH,2004-09-17,XLI,0.0669,0.2612,0.2914,-0.0130,2,2,1.214647,bull,true
PH,2011-10-14,XLI,0.1492,0.1055,0.0594,0.0000,6,5,1.898679,bear,true
PH,2015-10-30,XLI,-0.0036,-0.0406,-0.1370,-0.1005,19,1,1.215588,bull,true
PH,2016-02-12,XLI,0.1147,0.1302,0.1642,0.0000,4,16,3.329469,bear,true
FDX,2001-08-31,XLI,-0.1271,-0.0622,0.1021,-0.1817,1,9,2.924735,bear,false
FDX,2002-10-04,XLI,0.0541,0.0296,0.0576,0.0000,5,2,0.725088,bear,true
FDX,2005-10-07,XLI,0.0703,0.1192,0.1839,0.0000,3,11,3.746168,bull,true
FDX,2007-06-08,XLI,0.0132,-0.0077,0.0026,-0.0077,5,2,0.873735,bull,true
FDX,2010-09-24,XLI,0.0550,0.0318,0.1065,0.0000,2,9,7.956528,bull,true
FDX,2019-11-08,XLI,-0.0365,-0.0576,-0.1102,-0.0887,35,2,7.200941,bull,true
FDX,2020-02-14,XLI,-0.3243,-0.2251,-0.2368,-0.3243,21,16,17.295985,bull,false
CTAS,2006-03-17,XLI,-0.0140,-0.0152,-0.0173,-0.0152,1,1,0.581000,bull,true
CTAS,2022-07-22,XLI,0.1032,0.0219,-0.0362,0.0000,2,1,8.305441,bear,true
EMR,2004-08-27,XLI,-0.0029,-0.0008,0.0897,-0.0029,2,12,2.087412,bull,true
EMR,2015-04-17,XLI,0.0381,0.0285,-0.0716,-0.0133,7,2,0.567338,bull,true
EMR,2016-02-12,XLI,0.1139,0.1699,0.1584,0.0000,3,16,4.629118,bear,true
EMR,2022-03-25,XLI,-0.0498,-0.1457,-0.1966,-0.1457,2,12,3.189500,bull,true
NSC,2001-01-12,XLI,0.1356,0.1525,0.0758,-0.0084,3,10,1.657088,bear,true
NSC,2002-10-11,XLI,0.0480,-0.0413,-0.0332,-0.0631,30,8,0.844676,bear,true
NSC,2003-03-28,XLI,0.0808,0.1228,0.0638,-0.0031,6,5,0.132088,bear,true
NSC,2003-11-07,XLI,0.0470,0.1135,0.0377,-0.0214,1,10,0.628441,bull,true
NSC,2011-10-28,XLI,-0.0550,-0.0239,0.0365,-0.0633,2,3,1.922078,bull,true
NSC,2022-07-22,XLI,0.0572,-0.0328,-0.1175,-0.0328,19,1,3.624000,bear,true
NSC,2023-11-10,XLI,0.1225,0.1632,0.2820,0.0000,5,5,1.287441,bull,true
NSC,2025-05-16,XLI,0.0102,0.0832,0.1435,-0.0247,4,2,6.166988,bull,true
ITW,2000-12-01,XLI,0.0660,0.1589,0.1156,0.0000,4,1,0.885853,bear,true
ITW,2008-03-28,XLI,0.0900,0.0954,0.0150,0.0000,7,7,0.938029,bear,true
ITW,2018-08-31,XLI,0.0233,-0.1001,-0.0268,-0.1001,25,5,1.784176,bull,true
MMM,2015-10-09,XLI,0.0624,0.0624,0.0115,-0.0080,5,2,2.733353,bear,true
MMM,2022-01-07,XLI,-0.1068,-0.1764,-0.1598,-0.1764,52,2,2.416418,bull,false
TT,2000-09-01,XLI,-0.2769,-0.2942,-0.1559,-0.3102,2,3,1.215353,bull,false
